OTU,p,c,o,f,g,summay
Zotu2474,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu2475,,,,,,    
Zotu2476,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Pseudomonadaceae g:Pseudomonas
Zotu2477,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu2478,,,,,,    
Zotu2479,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae 
Zotu248,,,,,,    
Zotu2480,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu2481,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae 
Zotu2482,,,,,,    
Zotu2483,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2484,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2485,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu2486,,,,,,    
Zotu2487,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,,,p:Planctomycetes c:Planctomycetia o:Planctomycetales  
Zotu2488,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,g:Flavitalea,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae g:Flavitalea"
Zotu2489,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu249,p:Proteobacteria,c:Alphaproteobacteria,o:Caulobacterales,f:Caulobacteraceae,g:Brevundimonas,p:Proteobacteria c:Alphaproteobacteria o:Caulobacterales f:Caulobacteraceae g:Brevundimonas
Zotu2490,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,g:Bacillariophyta,,p:Cyanobacteria/Chloroplast c:Chloroplast f:Chloroplast g:Bacillariophyta 
Zotu2491,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu2492,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio,p:Proteobacteria c:Deltaproteobacteria o:Desulfovibrionales f:Desulfovibrionaceae g:Desulfovibrio
Zotu2493,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2494,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu2495,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae_1,g:Clostridium_sensu_stricto,p:Firmicutes c:Clostridia o:Clostridiales f:Clostridiaceae_1 g:Clostridium_sensu_stricto
Zotu2496,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bacteriovoracaceae,g:Bacteriovorax,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bacteriovoracaceae g:Bacteriovorax
Zotu2497,p:Proteobacteria,,,,,p:Proteobacteria    
Zotu2498,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu2499,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu25,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Curvibacter,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Curvibacter
Zotu250,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu2500,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Ruminococcaceae,,p:Firmicutes c:Clostridia o:Clostridiales f:Ruminococcaceae 
Zotu2501,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu2502,p:Proteobacteria,c:Gammaproteobacteria,o:Aeromonadales,f:Aeromonadaceae,g:Aeromonas,p:Proteobacteria c:Gammaproteobacteria o:Aeromonadales f:Aeromonadaceae g:Aeromonas
Zotu2503,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2504,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Pseudomonadaceae g:Pseudomonas
Zotu2505,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu2506,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Intrasporangiaceae,g:Ornithinibacter,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Intrasporangiaceae g:Ornithinibacter
Zotu2507,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu2508,,,,,,    
Zotu2509,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Azospirillum,p:Proteobacteria c:Alphaproteobacteria o:Rhodospirillales f:Rhodospirillaceae g:Azospirillum
Zotu251,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Novosphingobium
Zotu2510,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiales_incertae_sedis,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Burkholderiales_incertae_sedis 
Zotu2511,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Undibacterium
Zotu2512,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Lacihabitans,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Lacihabitans
Zotu2513,p:Verrucomicrobia,,,,,p:Verrucomicrobia    
Zotu2514,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Aquisphaera,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae g:Aquisphaera
Zotu2515,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""","f:""Porphyromonadaceae""",g:Odoribacter,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:""Porphyromonadaceae"" g:Odoribacter"
Zotu2516,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Dyadobacter,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Dyadobacter
Zotu2517,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2518,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Prosthecobacter,p:Verrucomicrobia c:Verrucomicrobiae o:Verrucomicrobiales f:Verrucomicrobiaceae g:Prosthecobacter
Zotu2519,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu252,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Sphingomonas
Zotu2520,,,,,,    
Zotu2521,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu2522,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu2523,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2524,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Polaromonas
Zotu2525,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2526,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu2527,p:Verrucomicrobia,c:Subdivision3,,,,p:Verrucomicrobia c:Subdivision3   
Zotu2528,,,,,,    
Zotu2529,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu253,p:Proteobacteria,c:Deltaproteobacteria,,,,p:Proteobacteria c:Deltaproteobacteria   
Zotu2530,p:Proteobacteria,c:Gammaproteobacteria,,,,p:Proteobacteria c:Gammaproteobacteria   
Zotu2531,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu2532,p:Firmicutes,c:Bacilli,o:Bacillales,f:Staphylococcaceae,g:Staphylococcus,p:Firmicutes c:Bacilli o:Bacillales f:Staphylococcaceae g:Staphylococcus
Zotu2533,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2534,p:Cyanobacteria/Chloroplast,c:Chloroplast,f:Chloroplast,,,p:Cyanobacteria/Chloroplast c:Chloroplast f:Chloroplast  
Zotu2535,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,p:Verrucomicrobia c:Opitutae o:Opitutales f:Opitutaceae g:Opitutus
Zotu2536,,,,,,    
Zotu2537,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu2538,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Polyangiaceae,,p:Proteobacteria c:Deltaproteobacteria o:Myxococcales f:Polyangiaceae 
Zotu2539,p:Gemmatimonadetes,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:Gemmatimonas,p:Gemmatimonadetes c:Gemmatimonadetes o:Gemmatimonadales f:Gemmatimonadaceae g:Gemmatimonas
Zotu254,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2540,,,,,,    
Zotu2541,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""","f:""Prevotellaceae""",g:Prevotella,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:""Prevotellaceae"" g:Prevotella"
Zotu2542,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu2543,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2544,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu2545,,,,,,    
Zotu2546,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu2547,p:Verrucomicrobia,c:Spartobacteria,g:Spartobacteria_genera_incertae_sedis,,,p:Verrucomicrobia c:Spartobacteria g:Spartobacteria_genera_incertae_sedis  
Zotu2548,,,,,,    
Zotu2549,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu255,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2550,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2551,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Hydrogenophaga,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Hydrogenophaga
Zotu2552,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu2553,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,g:Schlesneria,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae g:Schlesneria
Zotu2554,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae 
Zotu2555,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu2556,p:Actinobacteria,c:Actinobacteria,,,,p:Actinobacteria c:Actinobacteria   
Zotu2557,,,,,,    
Zotu2558,p:Parcubacteria,,,,,p:Parcubacteria    
Zotu2559,p:Actinobacteria,c:Actinobacteria,,,,p:Actinobacteria c:Actinobacteria   
Zotu256,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Emticicia,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Emticicia
Zotu2560,p:Cyanobacteria/Chloroplast,,,,,p:Cyanobacteria/Chloroplast    
Zotu2561,,,,,,    
Zotu2562,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2563,p:Proteobacteria,c:Deltaproteobacteria,o:Myxococcales,f:Nannocystaceae,g:Nannocystis,p:Proteobacteria c:Deltaproteobacteria o:Myxococcales f:Nannocystaceae g:Nannocystis
Zotu2564,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu2565,,,,,,    
Zotu2566,p:Chloroflexi,c:Caldilineae,o:Caldilineales,,,p:Chloroflexi c:Caldilineae o:Caldilineales  
Zotu2567,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2568,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu2569,p:Chloroflexi,c:Caldilineae,o:Caldilineales,f:Caldilineaceae,,p:Chloroflexi c:Caldilineae o:Caldilineales f:Caldilineaceae 
Zotu257,,,,,,    
Zotu2570,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2571,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodobacterales f:Rhodobacteraceae 
Zotu2572,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu2573,p:Bacteroidetes,c:Sphingobacteriia,,,,p:Bacteroidetes c:Sphingobacteriia   
Zotu2574,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,f:Mycobacteriaceae,g:Mycobacterium,p:Actinobacteria c:Actinobacteria o:Actinomycetales f:Mycobacteriaceae g:Mycobacterium
Zotu2575,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,g:Flectobacillus,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae g:Flectobacillus
Zotu2576,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae "
Zotu2577,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2578,p:Actinobacteria,c:Actinobacteria,o:Bifidobacteriales,f:Bifidobacteriaceae,g:Bifidobacterium,p:Actinobacteria c:Actinobacteria o:Bifidobacteriales f:Bifidobacteriaceae g:Bifidobacterium
Zotu2579,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae g:Rhodoferax
Zotu258,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,g:Sediminibacterium,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae g:Sediminibacterium"
Zotu2580,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2581,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2582,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu2583,p:Planctomycetes,c:Planctomycetia,,,,p:Planctomycetes c:Planctomycetia   
Zotu2584,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Planctomycetaceae,,p:Planctomycetes c:Planctomycetia o:Planctomycetales f:Planctomycetaceae 
Zotu2585,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu2586,p:Verrucomicrobia,c:Subdivision3,g:Subdivision3_genera_incertae_sedis,,,p:Verrucomicrobia c:Subdivision3 g:Subdivision3_genera_incertae_sedis  
Zotu2587,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodospirillales f:Acetobacteraceae 
Zotu2588,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Rickettsiaceae,g:Rickettsia,p:Proteobacteria c:Alphaproteobacteria o:Rickettsiales f:Rickettsiaceae g:Rickettsia
Zotu2589,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu259,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2590,p:Chloroflexi,c:Caldilineae,o:Caldilineales,,,p:Chloroflexi c:Caldilineae o:Caldilineales  
Zotu2591,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2592,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu2593,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""",f:Bacteroidaceae,g:Bacteroides,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:Bacteroidaceae g:Bacteroides"
Zotu2594,,,,,,    
Zotu2595,p:Firmicutes,c:Clostridia,o:Clostridiales,,,p:Firmicutes c:Clostridia o:Clostridiales  
Zotu2596,,,,,,    
Zotu2597,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae 
Zotu2598,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Rugamonas,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Oxalobacteraceae g:Rugamonas
Zotu2599,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,,p:Proteobacteria c:Alphaproteobacteria o:Rhodospirillales f:Acetobacteraceae 
Zotu26,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,p:Proteobacteria c:Alphaproteobacteria o:Sphingomonadales f:Sphingomonadaceae g:Sphingobium
Zotu260,p:Proteobacteria,c:Betaproteobacteria,o:Rhodocyclales,f:Rhodocyclaceae,g:Ferribacterium,p:Proteobacteria c:Betaproteobacteria o:Rhodocyclales f:Rhodocyclaceae g:Ferribacterium
Zotu2600,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales  
Zotu2601,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,,p:Chlamydiae c:Chlamydiia o:Chlamydiales f:Parachlamydiaceae 
Zotu2602,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",,,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales""  "
Zotu2603,p:Armatimonadetes,g:Armatimonadetes_gp5,,,,p:Armatimonadetes g:Armatimonadetes_gp5   
Zotu2604,p:Proteobacteria,c:Betaproteobacteria,,,,p:Proteobacteria c:Betaproteobacteria   
Zotu2605,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2606,p:Candidatus_Saccharibacteria,g:Saccharibacteria_genera_incertae_sedis,,,,p:Candidatus_Saccharibacteria g:Saccharibacteria_genera_incertae_sedis   
Zotu2607,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2608,,,,,,    
Zotu2609,p:Bacteroidetes,c:Sphingobacteriia,"o:""Sphingobacteriales""",f:Chitinophagaceae,g:Sediminibacterium,"p:Bacteroidetes c:Sphingobacteriia o:""Sphingobacteriales"" f:Chitinophagaceae g:Sediminibacterium"
Zotu261,p:Parcubacteria,g:Parcubacteria_genera_incertae_sedis,,,,p:Parcubacteria g:Parcubacteria_genera_incertae_sedis   
Zotu2610,,,,,,    
Zotu2611,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2612,,,,,,    
Zotu2613,p:Verrucomicrobia,c:Opitutae,o:Opitutales,f:Opitutaceae,g:Opitutus,p:Verrucomicrobia c:Opitutae o:Opitutales f:Opitutaceae g:Opitutus
Zotu2614,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu2615,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu2616,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
Zotu2617,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio,p:Proteobacteria c:Deltaproteobacteria o:Desulfovibrionales f:Desulfovibrionaceae g:Desulfovibrio
Zotu2618,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,,p:Chlamydiae c:Chlamydiia o:Chlamydiales f:Parachlamydiaceae 
Zotu2619,p:Bacteroidetes,c:Flavobacteriia,"o:""Flavobacteriales""",f:Flavobacteriaceae,g:Flavobacterium,"p:Bacteroidetes c:Flavobacteriia o:""Flavobacteriales"" f:Flavobacteriaceae g:Flavobacterium"
Zotu262,p:Bacteroidetes,c:Cytophagia,o:Cytophagales,f:Cytophagaceae,,p:Bacteroidetes c:Cytophagia o:Cytophagales f:Cytophagaceae 
Zotu2620,p:Proteobacteria,c:Deltaproteobacteria,o:Bdellovibrionales,f:Bdellovibrionaceae,g:Bdellovibrio,p:Proteobacteria c:Deltaproteobacteria o:Bdellovibrionales f:Bdellovibrionaceae g:Bdellovibrio
Zotu2621,p:Bacteroidetes,,,,,p:Bacteroidetes    
Zotu2622,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,p:Proteobacteria c:Gammaproteobacteria o:Pseudomonadales f:Moraxellaceae g:Acinetobacter
Zotu2623,p:Proteobacteria,c:Alphaproteobacteria,,,,p:Proteobacteria c:Alphaproteobacteria   
Zotu2624,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,,,p:Proteobacteria c:Alphaproteobacteria o:Rhizobiales  
Zotu2625,p:Actinobacteria,c:Actinobacteria,o:Actinomycetales,,,p:Actinobacteria c:Actinobacteria o:Actinomycetales  
Zotu2626,p:Bacteroidetes,"c:""Bacteroidia""","o:""Bacteroidales""",f:Prolixibacteraceae,,"p:Bacteroidetes c:""Bacteroidia"" o:""Bacteroidales"" f:Prolixibacteraceae "
Zotu2627,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,,p:Chlamydiae c:Chlamydiia o:Chlamydiales f:Parachlamydiaceae 
Zotu2628,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,,p:Proteobacteria c:Betaproteobacteria o:Burkholderiales f:Comamonadaceae 
